Date,PRECTOT,T2M,RH2M,WS2M,Location,District,Latitude,Longitude,Cloudburst,Year,Month,MonthName,Season,Rainfall_Intensity,Humidity_Rainfall,Heat_Index,T2M_lag1,RH2M_lag1,WS2M_lag1,PRECTOT_lag1,PRECTOT_3d_mean,RH2M_3d_mean,T2M_3d_mean,Temperature_Change,Humidity_Change,Month_sin,Month_cos,Cloudburst_Next,Predicted_Probability,Predicted_Cloudburst,Risk_Level
2024-05-12,1.0,9.34,75.79,3.1,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,2024,5,May,Spring,,,12.8195,9.9,77.82,2.71,0.24,123.63,79.33333333333333,8.483333333333333,-0.5600000000000005,-2.029999999999987,0.49999999999999994,-0.8660254037844387,0,0.10833333333333334,0,Low
2024-11-14,0.0,4.68,43.77,1.95,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,2024,11,Nov,Autumn,,,6.6735,9.34,75.79,3.1,1.0,0.41333333333333333,65.79333333333334,7.973333333333334,-4.66,-32.02,-0.5000000000000004,0.8660254037844384,1,0.6333333333333333,1,High
1992-09-18,0.09,8.82,71.94,2.08,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,1992,9,Sep,Monsoon,,,12.209,13.69,86.52,3.41,0.89,0.49,79.22999999999999,11.254999999999999,-4.869999999999999,-14.579999999999998,-1.0,-1.8369701987210297e-16,0,0.07833333333333334,0,Low
1999-11-19,0.0,1.88,23.19,1.72,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,1999,11,Nov,Autumn,,,2.8675,8.82,71.94,2.08,0.09,0.32666666666666666,60.550000000000004,8.13,-6.94,-48.75,-0.5000000000000004,0.8660254037844384,0,0.056666666666666664,0,Low
2000-02-20,0.0,-5.93,52.08,2.43,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2000,2,Feb,Winter,,,-3.5689999999999995,1.88,23.19,1.72,0.0,0.03,49.06999999999999,1.59,-7.81,28.889999999999997,0.8660254037844386,0.5000000000000001,0,0.055,0,Low
2001-01-28,0.0,3.1,18.31,1.58,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2001,1,Jan,Winter,,,3.8575000000000004,-5.93,52.08,2.43,0.0,0.0,31.19333333333333,-0.3166666666666666,9.03,-33.769999999999996,0.49999999999999994,0.8660254037844387,0,0.07166666666666667,0,Low
2001-06-13,13.91,14.22,82.59,2.72,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2001,6,Jun,Monsoon,,,18.0775,3.1,18.31,1.58,0.0,4.636666666666667,50.99333333333334,3.796666666666667,11.120000000000001,64.28,1.2246467991473532e-16,-1.0,0,0.06166666666666667,0,Low
2003-07-27,0.86,14.88,78.24,2.33,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2003,7,Jul,Monsoon,,,18.559,14.22,82.59,2.72,13.91,4.923333333333333,59.71333333333333,10.733333333333334,0.6600000000000001,-4.3500000000000085,-0.4999999999999997,-0.8660254037844388,0,0.37,0,Medium
2003-08-11,6.98,12.7,89.89,2.01,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2003,8,Aug,Monsoon,,,16.993499999999997,14.88,78.24,2.33,0.86,7.25,83.57333333333334,13.933333333333332,-2.1800000000000015,11.650000000000006,-0.8660254037844385,-0.5000000000000004,0,0.761,1,High
2003-10-18,0.0,8.19,47.69,1.94,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2003,10,Oct,Autumn,,,10.3805,12.7,89.89,2.01,6.98,2.6133333333333337,71.94,11.923333333333332,-4.51,-42.2,-0.8660254037844386,0.5000000000000001,0,0.145,0,Low
2004-02-09,0.19,-0.89,65.71,2.4,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2004,2,Feb,Winter,,,2.1555,8.19,47.69,1.94,0.0,2.39,67.76333333333332,6.666666666666665,-9.08,18.019999999999996,0.8660254037844386,0.5000000000000001,0,0.115,0,Low
2004-09-23,0.36,9.53,80.61,1.93,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2004,9,Sep,Monsoon,,,13.3675,-0.89,65.71,2.4,0.19,0.18333333333333335,64.67,5.609999999999999,10.42,14.900000000000006,-1.0,-1.8369701987210297e-16,0,0.075,0,Low
2007-09-17,0.0,12.53,84.51,1.9,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2007,9,Sep,Monsoon,,,16.565499999999997,9.53,80.61,1.93,0.36,0.18333333333333335,76.94333333333333,7.056666666666666,3.0,3.9000000000000057,-1.0,-1.8369701987210297e-16,0,0.09833333333333333,0,Low
2008-01-30,0.0,-8.32,77.64,2.1,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2008,1,Jan,Winter,,,-4.648000000000001,12.53,84.51,1.9,0.0,0.12,80.92,4.579999999999999,-20.85,-6.8700000000000045,0.49999999999999994,0.8660254037844387,0,0.05333333333333334,0,Low
2008-05-15,0.05,11.64,48.66,2.93,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2008,5,May,Spring,,,13.780000000000001,-8.32,77.64,2.1,0.0,0.016666666666666666,70.27,5.283333333333333,19.96,-28.980000000000004,0.49999999999999994,-0.8660254037844387,0,0.04833333333333333,0,Low
2008-06-01,2.09,11.3,74.79,2.31,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2008,6,Jun,Monsoon,,,14.8085,11.64,48.66,2.93,0.05,0.7133333333333333,67.03,4.873333333333334,-0.33999999999999986,26.13000000000001,1.2246467991473532e-16,-1.0,0,0.10166666666666667,0,Low
2010-06-06,0.0,11.51,40.11,3.16,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2010,6,Jun,Monsoon,,,13.199499999999999,11.3,74.79,2.31,2.09,0.7133333333333333,54.52,11.483333333333334,0.20999999999999908,-34.68000000000001,1.2246467991473532e-16,-1.0,1,0.6866666666666666,1,High
2012-09-12,15.68,12.17,90.79,2.59,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2012,9,Sep,Monsoon,,,16.450499999999998,11.51,40.11,3.16,0.0,5.923333333333333,68.56333333333333,11.660000000000002,0.6600000000000001,50.68000000000001,-1.0,-1.8369701987210297e-16,1,0.7533333333333333,1,High
2012-09-13,16.86,13.07,96.02,3.65,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2012,9,Sep,Monsoon,,,17.506000000000004,12.17,90.79,2.59,15.68,10.846666666666666,75.64,12.25,0.9000000000000004,5.22999999999999,-1.0,-1.8369701987210297e-16,1,0.28,0,Low
2012-09-14,14.24,10.81,98.55,3.61,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2012,9,Sep,Monsoon,,,15.3765,13.07,96.02,3.65,16.86,15.593333333333334,95.12,12.016666666666667,-2.26,2.530000000000001,-1.0,-1.8369701987210297e-16,0,0.105,0,Low
2013-02-13,0.0,-2.3,79.96,2.08,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2013,2,Feb,Winter,,,1.49,10.81,98.55,3.61,14.24,10.366666666666667,91.50999999999999,7.193333333333334,-13.11,-18.590000000000003,0.8660254037844386,0.5000000000000001,1,0.6733333333333333,1,High
2013-06-16,116.18,10.42,97.05,3.42,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2013,6,Jun,Monsoon,,,14.9305,-2.3,79.96,2.08,0.0,43.473333333333336,91.85333333333334,6.31,12.719999999999999,17.090000000000003,1.2246467991473532e-16,-1.0,1,0.715,1,High
2013-06-17,57.07,9.99,94.35,4.28,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2013,6,Jun,Monsoon,,,14.279499999999999,10.42,97.05,3.42,116.18,57.75000000000001,90.45333333333332,6.036666666666666,-0.4299999999999997,-2.700000000000003,1.2246467991473532e-16,-1.0,1,0.7683333333333333,1,High
2013-06-18,3.43,10.79,88.6,3.07,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2013,6,Jun,Monsoon,,,14.912999999999998,9.99,94.35,4.28,57.07,58.893333333333345,93.33333333333333,10.4,0.7999999999999989,-5.75,1.2246467991473532e-16,-1.0,0,0.17,0,Low
2013-11-21,0.0,2.25,53.1,1.63,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2013,11,Nov,Autumn,,,4.742,10.79,88.6,3.07,3.43,20.16666666666667,78.68333333333332,7.676666666666666,-8.54,-35.49999999999999,-0.5000000000000004,0.8660254037844384,0,0.07,0,Low
2015-04-28,1.06,8.42,70.85,3.27,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2015,4,Apr,Spring,,,11.6355,2.25,53.1,1.63,0.0,1.4966666666666715,70.85,7.153333333333332,6.17,17.749999999999993,0.8660254037844387,-0.4999999999999998,0,0.08333333333333333,0,Low
2015-06-16,0.0,12.97,63.41,3.49,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2015,6,Jun,Monsoon,,,15.7915,8.42,70.85,3.27,1.06,0.3533333333333381,62.45333333333334,7.88,4.550000000000001,-7.439999999999998,1.2246467991473532e-16,-1.0,0,0.10166666666666667,0,Low
2016-03-25,0.0,8.66,45.98,2.07,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2016,3,Mar,Spring,,,10.751999999999999,12.97,63.41,3.49,0.0,0.3533333333333381,60.080000000000005,10.016666666666666,-4.3100000000000005,-17.43,1.0,6.123233995736766e-17,0,0.29,0,Low
2018-03-27,0.0,8.49,28.0,2.43,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2018,3,Mar,Spring,,,9.647,8.66,45.98,2.07,0.0,0.0,45.796666666666674,10.04,-0.16999999999999993,-17.979999999999997,1.0,6.123233995736766e-17,1,0.6733333333333333,1,High
2021-10-18,105.45,6.66,89.44,0.91,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2021,10,Oct,Autumn,,,11.041000000000002,8.49,28.0,2.43,0.0,35.150000000000006,54.473333333333336,7.9366666666666665,-1.83,61.44,-0.8660254037844386,0.5000000000000001,1,0.7866666666666666,1,High
2022-09-23,101.2,10.93,87.32,1.82,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2022,9,Sep,Monsoon,,,15.113999999999999,6.66,89.44,0.91,105.45,68.88333333333334,68.25333333333334,8.693333333333333,4.27,-2.1200000000000045,-1.0,-1.8369701987210297e-16,0,0.13166666666666665,0,Low
2022-12-22,0.0,-1.18,32.1,1.64,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2022,12,Dec,Winter,,,0.26100000000000023,10.93,87.32,1.82,101.2,68.88333333333334,69.62,5.469999999999999,-12.11,-55.21999999999999,-2.4492935982947064e-16,1.0,0,0.035,0,Low
1995-05-27,0.0,20.42,16.42,3.08,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,1995,5,May,Spring,,,20.933000000000003,19.66,78.17,3.01,8.95,4.475,47.295,20.04,0.7600000000000016,-61.75,0.49999999999999994,-0.8660254037844387,0,0.10333333333333333,0,Low
1998-07-03,17.59,19.06,86.78,1.92,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,1998,7,Jul,Monsoon,,,23.207,20.42,16.42,3.08,0.0,8.846666666666666,60.45666666666667,19.713333333333335,-1.360000000000003,70.36,-0.4999999999999997,-0.8660254037844388,0,0.44166666666666665,0,Medium
2000-06-26,0.64,18.09,77.9,2.72,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2000,6,Jun,Monsoon,,,21.713,19.06,86.78,1.92,17.59,6.076666666666667,60.366666666666674,19.19,-0.9699999999999989,-8.879999999999995,1.2246467991473532e-16,-1.0,0,0.165,0,Low
2004-04-11,0.0,16.93,25.38,3.36,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2004,4,Apr,Spring,,,17.863,18.09,77.9,2.72,0.64,6.076666666666667,63.35333333333333,18.026666666666667,-1.1600000000000001,-52.52000000000001,0.8660254037844387,-0.4999999999999998,0,0.20833333333333334,0,Low
2006-09-09,2.82,17.74,89.85,2.62,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2006,9,Sep,Monsoon,,,21.970499999999998,16.93,25.38,3.36,0.0,1.1533333333333333,64.37666666666667,17.586666666666666,0.8099999999999987,64.47,-1.0,-1.8369701987210297e-16,0,0.19666666666666666,0,Low
2008-05-06,0.0,17.18,35.24,2.7,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2008,5,May,Spring,,,18.672,17.74,89.85,2.62,2.82,0.94,50.156666666666666,17.283333333333335,-0.5599999999999987,-54.60999999999999,0.49999999999999994,-0.8660254037844387,0,0.08333333333333333,0,Low
2012-08-08,3.98,18.09,90.48,1.82,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2012,8,Aug,Monsoon,,,22.432000000000002,17.18,35.24,2.7,0.0,2.2666666666666666,71.85666666666667,17.67,0.9100000000000001,55.24,-0.8660254037844385,-0.5000000000000004,0,0.17833333333333334,0,Low
2012-10-17,0.0,10.06,75.84,1.77,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2012,10,Oct,Autumn,,,13.675,18.09,90.48,1.82,3.98,1.3266666666666667,67.18666666666667,15.11,-8.03,-14.64,-0.8660254037844386,0.5000000000000001,0,0.1,0,Low
2014-03-01,19.35,3.33,83.51,1.8,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2014,3,Mar,Spring,,,7.325500000000001,10.06,75.84,1.77,0.0,7.776666666666667,83.27666666666666,10.493333333333334,-6.73,7.670000000000002,1.0,6.123233995736766e-17,1,0.35758333333333336,0,Medium
2017-07-11,25.35,18.14,89.43,2.84,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2017,7,Jul,Monsoon,,,22.3275,3.33,83.51,1.8,19.35,14.9,82.92666666666668,10.51,14.81,5.920000000000002,-0.4999999999999997,-0.8660254037844388,1,0.845,1,High
2017-07-12,13.14,16.93,90.92,2.43,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2017,7,Jul,Monsoon,,,21.233,18.14,89.43,2.84,25.35,19.28,87.95333333333333,12.799999999999999,-1.2100000000000009,1.4899999999999949,-0.4999999999999997,-0.8660254037844388,1,0.9,1,High
2017-07-13,2.4,16.84,90.86,1.73,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2017,7,Jul,Monsoon,,,21.21,16.93,90.92,2.43,13.14,13.63,90.40333333333335,17.30333333333333,-0.08999999999999986,-0.060000000000002274,-0.4999999999999997,-0.8660254037844388,0,0.8783333333333333,1,High
2017-09-17,0.04,18.19,72.73,1.86,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2017,9,Sep,Monsoon,,,21.640500000000003,16.84,90.86,1.73,2.4,5.193333333333333,84.83666666666667,17.32,1.3500000000000014,-18.129999999999995,-1.0,-1.8369701987210297e-16,0,0.07476190476190477,0,Low
2019-04-23,0.01,15.61,56.32,2.69,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2019,4,Apr,Spring,,,18.157,18.19,72.73,1.86,0.04,0.8166666666666665,73.30333333333333,16.88,-2.580000000000002,-16.410000000000004,0.8660254037844387,-0.4999999999999998,1,0.7616666666666667,1,High
2020-02-23,246.15,3.07,85.22,1.72,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2020,2,Feb,Winter,,,7.159,15.61,56.32,2.69,0.01,82.06666666666668,71.42333333333333,12.29,-12.54,28.9,0.8660254037844386,0.5000000000000001,1,0.8366666666666667,1,High
2020-04-21,287.54,7.9,84.75,2.03,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2020,4,Apr,Spring,,,11.9345,3.07,85.22,1.72,246.15,177.9,75.42999999999999,8.86,4.83,-0.46999999999999886,0.8660254037844387,-0.4999999999999998,1,0.8892499999999999,1,High
2020-05-03,276.17,11.27,79.87,2.72,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2020,5,May,Spring,,,14.9915,7.9,84.75,2.03,287.54,269.9533333333334,83.28,7.413333333333334,3.369999999999999,-4.8799999999999955,0.49999999999999994,-0.8660254037844387,0,0.3560223665223666,0,Medium
2020-06-02,0.07,13.85,74.76,2.17,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2020,6,Jun,Monsoon,,,17.371000000000002,11.27,79.87,2.72,276.17,187.92666666666665,79.79333333333334,11.006666666666666,2.58,-5.109999999999999,1.2246467991473532e-16,-1.0,0,0.18836904761904763,0,Low
2021-05-14,0.36,13.21,69.22,2.67,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2021,5,May,Spring,,,16.404,13.85,74.76,2.17,0.07,92.2,74.61666666666667,12.776666666666666,-0.6399999999999988,-5.540000000000006,0.49999999999999994,-0.8660254037844387,1,0.5280277777777779,1,Medium
2021-07-18,21.65,19.38,89.78,2.37,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2021,7,Jul,Monsoon,,,23.632,13.21,69.22,2.67,0.36,7.359999999999999,77.92,15.479999999999999,6.169999999999998,20.560000000000002,-0.4999999999999997,-0.8660254037844388,1,0.6725119047619048,1,High
2021-07-19,20.87,17.86,91.22,1.64,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2021,7,Jul,Monsoon,,,22.256999999999998,19.38,89.78,2.37,21.65,14.293333333333331,83.40666666666668,16.816666666666666,-1.5199999999999996,1.4399999999999977,-0.4999999999999997,-0.8660254037844388,1,0.9183333333333333,1,High
2021-07-20,33.72,17.72,92.26,1.94,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2021,7,Jul,Monsoon,,,22.139,17.86,91.22,1.64,20.87,25.41333333333333,91.08666666666666,18.319999999999997,-0.14000000000000057,1.0400000000000063,-0.4999999999999997,-0.8660254037844388,1,0.865,1,High
2021-10-18,137.4,11.28,91.11,1.91,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2021,10,Oct,Autumn,,,15.644499999999999,17.72,92.26,1.94,33.72,63.99666666666667,91.53000000000002,15.62,-6.4399999999999995,-1.1500000000000057,-0.8660254037844386,0.5000000000000001,0,0.25166666666666665,0,Low
1991-06-19,114.16,20.79,66.64,1.67,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,1991,6,Jun,Monsoon,,,23.955,21.3,88.37,1.67,129.46,121.81,77.505,21.045,-0.5100000000000016,-21.730000000000004,1.2246467991473532e-16,-1.0,1,0.8449285714285715,1,High
1991-08-04,110.76,23.19,82.31,2.32,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,1991,8,Aug,Monsoon,,,27.073500000000003,20.79,66.64,1.67,114.16,118.12666666666667,79.10666666666667,21.76,2.400000000000002,15.670000000000002,-0.8660254037844385,-0.5000000000000004,0,0.32083333333333336,0,Medium
1991-10-08,0.0,17.91,54.55,2.32,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1991,10,Oct,Autumn,,,20.4055,23.19,82.31,2.32,110.76,74.97333333333334,67.83333333333333,20.63,-5.280000000000001,-27.760000000000005,-0.8660254037844386,0.5000000000000001,0,0.10833333333333334,0,Low
1991-11-30,0.0,9.42,38.69,2.08,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1991,11,Nov,Autumn,,,11.1465,17.91,54.55,2.32,0.0,36.92,58.51666666666667,16.84,-8.49,-15.86,-0.5000000000000004,0.8660254037844384,0,0.115,0,Low
1992-12-02,0.0,10.54,41.12,2.16,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1992,12,Dec,Winter,,,12.38,9.42,38.69,2.08,0.0,0.0,44.78666666666666,12.623333333333333,1.1199999999999992,2.4299999999999997,-2.4492935982947064e-16,1.0,0,0.08666666666666667,0,Low
1993-03-20,0.01,11.12,35.85,2.98,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1993,3,Mar,Spring,,,12.6145,10.54,41.12,2.16,0.0,0.0033333333333333335,38.553333333333335,10.36,0.5800000000000001,-5.269999999999996,1.0,6.123233995736766e-17,0,0.10833333333333334,0,Low
1995-08-01,21.24,23.71,83.69,2.35,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1995,8,Aug,Monsoon,,,27.6595,11.12,35.85,2.98,0.01,7.083333333333333,53.553333333333335,15.123333333333333,12.590000000000002,47.839999999999996,-0.8660254037844385,-0.5000000000000004,0,0.10166666666666667,0,Low
2000-03-24,0.19,12.67,48.25,2.71,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2000,3,Mar,Spring,,,14.811499999999999,23.71,83.69,2.35,21.24,7.146666666666667,55.93,15.833333333333334,-11.040000000000001,-35.44,1.0,6.123233995736766e-17,0,0.07333333333333333,0,Low
2001-09-06,0.0,20.92,75.29,2.13,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2001,9,Sep,Monsoon,,,24.471500000000002,12.67,48.25,2.71,0.19,7.1433333333333335,69.07666666666667,19.1,8.250000000000002,27.040000000000006,-1.0,-1.8369701987210297e-16,0,0.07833333333333334,0,Low
2004-06-17,79.6,23.02,85.24,3.22,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2004,6,Jun,Monsoon,,,26.96,20.92,75.29,2.13,0.0,26.596666666666664,69.59333333333333,18.87,2.099999999999998,9.949999999999989,1.2246467991473532e-16,-1.0,0,0.14833333333333334,0,Low
2006-06-12,0.02,26.95,26.34,3.81,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2006,6,Jun,Monsoon,,,27.886,23.02,85.24,3.22,79.6,26.539999999999996,62.29,23.63,3.9299999999999997,-58.89999999999999,1.2246467991473532e-16,-1.0,0,0.095,0,Low
2006-07-03,0.0,26.48,65.83,1.97,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2006,7,Jul,Monsoon,,,29.5745,26.95,26.34,3.81,0.02,26.539999999999996,59.13666666666666,25.483333333333334,-0.46999999999999886,39.489999999999995,-0.4999999999999997,-0.8660254037844388,1,0.7333333333333333,1,High
2009-08-11,3.89,23.76,83.28,2.04,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2009,8,Aug,Monsoon,,,27.720000000000002,26.48,65.83,1.97,0.0,1.3033333333333335,58.48333333333333,25.73,-2.719999999999999,17.450000000000003,-0.8660254037844385,-0.5000000000000004,1,0.30666666666666664,0,Medium
2009-08-12,0.18,24.12,83.93,1.97,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2009,8,Aug,Monsoon,,,28.119500000000002,23.76,83.28,2.04,3.89,1.3566666666666667,77.68,24.786666666666665,0.35999999999999943,0.6500000000000057,-0.8660254037844385,-0.5000000000000004,1,0.7366666666666667,1,High
2009-08-13,5.63,23.44,88.98,2.2,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2009,8,Aug,Monsoon,,,27.669000000000004,24.12,83.93,1.97,0.18,3.233333333333333,85.39666666666669,23.77333333333333,-0.6799999999999997,5.049999999999997,-0.8660254037844385,-0.5000000000000004,1,0.8116666666666666,1,High
2010-07-30,136.54,22.93,92.3,3.04,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2010,7,Jul,Monsoon,,,27.241000000000003,23.44,88.98,2.2,5.63,47.449999999999996,88.40333333333332,23.49666666666667,-0.5100000000000016,3.319999999999993,-0.4999999999999997,-0.8660254037844388,0,0.2633333333333333,0,Low
2011-02-02,0.0,10.3,44.34,2.03,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2011,2,Feb,Winter,,,12.314000000000002,22.93,92.3,3.04,136.54,47.38999999999999,75.20666666666666,18.89,-12.629999999999999,-47.959999999999994,0.8660254037844386,0.5000000000000001,0,0.11333333333333333,0,Low
2012-08-04,61.45,21.99,91.29,2.57,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2012,8,Aug,Monsoon,,,26.297499999999996,10.3,44.34,2.03,0.0,65.99666666666667,75.97666666666667,18.406666666666666,11.689999999999998,46.95,-0.8660254037844385,-0.5000000000000004,1,0.825,1,High
2013-06-15,106.75,22.62,81.71,1.99,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2013,6,Jun,Monsoon,,,26.5065,21.99,91.29,2.57,61.45,56.06666666666666,72.44666666666666,18.30333333333333,0.6300000000000026,-9.580000000000013,1.2246467991473532e-16,-1.0,1,0.7966666666666666,1,High
2013-06-16,158.4,20.92,92.95,3.77,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2013,6,Jun,Monsoon,,,25.190500000000004,22.62,81.71,1.99,106.75,108.86666666666667,88.65000000000002,21.843333333333334,-1.6999999999999993,11.240000000000009,1.2246467991473532e-16,-1.0,0,0.11791666666666667,0,Low
2015-10-08,0.0,19.67,63.9,2.28,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2015,10,Oct,Autumn,,,22.637,20.92,92.95,3.77,158.4,88.38333333333334,79.52,21.070000000000004,-1.25,-29.050000000000004,-0.8660254037844386,0.5000000000000001,1,0.715,1,High
2017-07-14,0.43,22.66,82.78,1.7,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2017,7,Jul,Monsoon,,,26.628999999999998,19.67,63.9,2.28,0.0,52.94333333333335,79.87666666666668,21.083333333333332,2.9899999999999984,18.880000000000003,-0.4999999999999997,-0.8660254037844388,1,0.7589166666666667,1,High
2017-07-15,1.96,23.04,85.74,2.38,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2017,7,Jul,Monsoon,,,27.089,22.66,82.78,1.7,0.43,0.7966666666666665,77.47333333333334,21.790000000000003,0.379999999999999,2.9599999999999937,-0.4999999999999997,-0.8660254037844388,1,0.75625,1,High
2017-07-16,1.07,23.31,85.02,2.21,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2017,7,Jul,Monsoon,,,27.34,23.04,85.74,2.38,1.96,1.1533333333333333,84.51333333333334,23.00333333333333,0.2699999999999996,-0.7199999999999989,-0.4999999999999997,-0.8660254037844388,0,0.215,0,Low
2018-01-29,0.0,11.0,35.29,2.75,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2018,1,Jan,Winter,,,12.4895,23.31,85.02,2.21,1.07,1.01,68.68333333333332,19.116666666666664,-12.309999999999999,-49.73,0.49999999999999994,0.8660254037844387,0,0.09833333333333333,0,Low
2018-04-10,6.44,19.56,60.07,3.07,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2018,4,Apr,Spring,,,22.2565,11.0,35.29,2.75,0.0,2.5033333333333334,60.126666666666665,17.956666666666667,8.559999999999999,24.78,0.8660254037844387,-0.4999999999999998,0,0.115,0,Low
2021-07-01,0.07,27.88,46.49,3.41,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2021,7,Jul,Monsoon,,,29.8635,19.56,60.07,3.07,6.44,2.1700000000000004,47.28333333333333,19.48,8.32,-13.579999999999998,-0.4999999999999997,-0.8660254037844388,1,0.6783333333333333,1,High
2023-07-10,110.93,22.65,94.61,2.57,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2023,7,Jul,Monsoon,,,27.123499999999996,27.88,46.49,3.41,0.07,39.14666666666667,67.05666666666667,23.363333333333333,-5.23,48.12,-0.4999999999999997,-0.8660254037844388,0,0.12666666666666668,0,Low
1991-05-11,0.69,26.14,16.78,2.93,Nainital (Nainital),Nainital,29.38,79.45,0,1991,5,May,Spring,,,26.686,20.98,77.2,2.21,0.61,0.6499999999999999,46.99,23.560000000000002,5.16,-60.42,0.49999999999999994,-0.8660254037844387,1,0.71,1,High
