Date,PRECTOT,T2M,RH2M,WS2M,Location,District,Latitude,Longitude,Cloudburst,Year,Month,MonthName,Season,Rainfall_Intensity,Humidity_Rainfall,Heat_Index
1995-08-24,0.61,23.36,85.47,1.71,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,1995,8,Aug,Monsoon,,,
2022-10-01,2.95,9.23,85.01,2.01,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2022,10,Oct,Autumn,,,
2002-12-24,0.85,-1.85,30.19,1.29,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2002,12,Dec,Winter,,,
2003-08-11,6.98,12.7,89.89,2.01,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2003,8,Aug,Monsoon,,,
2021-07-18,21.65,19.38,89.78,2.37,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2021,7,Jul,Monsoon,,,
2022-10-20,0.22,9.5,77.87,1.93,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2022,10,Oct,Autumn,,,
2005-07-19,3.07,14.02,85.42,2.43,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2005,7,Jul,Monsoon,,,
2022-05-29,0.16,11.48,67.7,2.37,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2022,5,May,Spring,,,
2024-11-14,0.0,4.68,43.77,1.95,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,2024,11,Nov,Autumn,,,
2020-09-20,0.0,12.25,53.32,2.11,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,0,2020,9,Sep,Monsoon,,,
2001-09-07,0.08,5.78,83.03,2.3,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2001,9,Sep,Monsoon,,,
2025-07-28,2.6,25.14,86.97,2.36,Almora (Almora),Almora,29.6,79.66,0,2025,7,Jul,Monsoon,,,
2023-02-04,0.0,14.01,45.85,2.98,Nainital (Nainital),Nainital,29.38,79.45,0,2023,2,Feb,Winter,,,
2020-05-03,369.65,6.21,84.39,2.14,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,1,2020,5,May,Spring,,,
2017-07-16,1.07,23.31,85.02,2.21,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2017,7,Jul,Monsoon,,,
1996-08-26,0.0,18.43,81.92,1.8,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,1996,8,Aug,Monsoon,,,
2017-07-11,25.35,18.14,89.43,2.84,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2017,7,Jul,Monsoon,,,
1998-05-25,0.0,14.8,33.33,3.2,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,1998,5,May,Spring,,,
2009-06-07,0.0,18.43,39.22,3.16,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2009,6,Jun,Monsoon,,,
1991-08-27,106.45,23.63,86.37,1.79,Almora (Almora),Almora,29.6,79.66,1,1991,8,Aug,Monsoon,,,
2003-07-27,0.86,14.88,78.24,2.33,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2003,7,Jul,Monsoon,,,
2004-06-17,79.6,23.02,85.24,3.22,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2004,6,Jun,Monsoon,,,
2015-10-08,0.0,19.67,63.9,2.28,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2015,10,Oct,Autumn,,,
2017-08-18,0.87,24.09,77.73,1.61,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2017,8,Aug,Monsoon,,,
2013-06-16,158.4,20.92,92.95,3.77,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2013,6,Jun,Monsoon,,,
1997-07-01,2.4,13.14,76.44,2.48,Badrinath (Chamoli),Chamoli,30.74,79.49,0,1997,7,Jul,Monsoon,,,
2002-08-11,125.11,23.36,94.0,2.71,Almora (Almora),Almora,29.6,79.66,1,2002,8,Aug,Monsoon,,,
1994-07-08,35.3,25.66,79.08,1.62,Nainital (Nainital),Nainital,29.38,79.45,0,1994,7,Jul,Monsoon,,,
1996-02-01,0.0,11.72,30.52,1.41,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,1996,2,Feb,Winter,,,
2012-08-15,19.26,13.63,88.2,2.49,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,0,2012,8,Aug,Monsoon,,,
2021-10-18,137.4,11.28,91.11,1.91,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2021,10,Oct,Autumn,,,
2013-06-16,116.18,10.42,97.05,3.42,Joshimath (Chamoli),Chamoli,30.55,79.57,1,2013,6,Jun,Monsoon,,,
1997-02-18,0.0,-3.12,36.25,2.37,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,0,1997,2,Feb,Winter,,,
2021-10-18,105.45,6.66,89.44,0.91,Karnaprayag (Chamoli),Chamoli,30.27,79.21,1,2021,10,Oct,Autumn,,,
2010-08-20,9.65,18.07,91.77,2.03,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,1,2010,8,Aug,Monsoon,,,
2020-01-15,1.07,11.55,75.25,1.99,Almora (Almora),Almora,29.6,79.66,0,2020,1,Jan,Winter,,,
1997-08-08,1.95,14.27,85.8,2.89,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,1997,8,Aug,Monsoon,,,
1996-09-16,0.88,16.47,83.63,1.65,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,1996,9,Sep,Monsoon,,,
2008-11-29,0.0,5.09,37.87,2.72,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2008,11,Nov,Autumn,,,
2013-06-17,57.07,9.99,94.35,4.28,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2013,6,Jun,Monsoon,,,
2009-05-15,0.23,11.1,47.5,3.39,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2009,5,May,Spring,,,
2010-06-06,0.0,11.51,40.11,3.16,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2010,6,Jun,Monsoon,,,
2024-08-19,10.91,22.87,94.46,3.0,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2024,8,Aug,Monsoon,,,
1996-03-09,0.0,16.47,42.38,2.59,Champawat (Champawat),Champawat,29.34,80.09,0,1996,3,Mar,Spring,,,
2024-09-13,107.6,20.04,93.77,3.95,Champawat (Champawat),Champawat,29.34,80.09,1,2024,9,Sep,Monsoon,,,
2010-09-20,8.65,21.98,83.9,2.09,Almora (Almora),Almora,29.6,79.66,1,2010,9,Sep,Monsoon,,,
2002-08-11,101.24,21.54,94.24,2.83,Champawat (Champawat),Champawat,29.34,80.09,1,2002,8,Aug,Monsoon,,,
2023-12-29,0.0,11.71,59.11,1.83,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2023,12,Dec,Winter,,,
1992-08-07,0.89,13.69,86.52,3.41,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,1992,8,Aug,Monsoon,,,
2023-09-19,0.09,26.26,83.8,1.79,Haridwar (Haridwar),Haridwar,29.95,78.16,0,2023,9,Sep,Monsoon,,,
2004-11-04,0.0,7.89,43.59,2.2,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2004,11,Nov,Autumn,,,
2021-07-19,20.87,17.86,91.22,1.64,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2021,7,Jul,Monsoon,,,
2025-08-02,3.41,22.6,90.7,2.54,Champawat (Champawat),Champawat,29.34,80.09,0,2025,8,Aug,Monsoon,,,
2022-09-23,101.2,10.93,87.32,1.82,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2022,9,Sep,Monsoon,,,
2006-09-09,2.82,17.74,89.85,2.62,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2006,9,Sep,Monsoon,,,
1991-08-04,127.99,18.71,88.53,2.02,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,1,1991,8,Aug,Monsoon,,,
2007-04-24,0.0,25.58,25.88,4.3,Nainital (Nainital),Nainital,29.38,79.45,0,2007,4,Apr,Spring,,,
2001-02-26,0.0,12.16,53.63,2.4,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,2001,2,Feb,Winter,,,
2020-02-23,300.78,8.24,85.44,1.95,Champawat (Champawat),Champawat,29.34,80.09,1,2020,2,Feb,Winter,,,
2021-10-18,105.45,6.66,89.44,0.91,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,1,2021,10,Oct,Autumn,,,
2024-05-12,1.0,9.34,75.79,3.1,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,2024,5,May,Spring,,,
2010-11-17,0.17,9.87,57.92,2.12,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2010,11,Nov,Autumn,,,
2004-06-18,104.58,20.87,87.72,1.43,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2004,6,Jun,Monsoon,,,
2020-05-03,276.17,11.27,79.87,2.72,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2020,5,May,Spring,,,
2008-01-04,0.0,-2.84,35.27,1.75,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2008,1,Jan,Winter,,,
2022-11-02,0.0,5.39,60.95,1.9,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2022,11,Nov,Autumn,,,
2018-05-13,1.27,19.49,50.49,2.99,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2018,5,May,Spring,,,
2021-12-16,0.0,10.08,49.75,1.92,Almora (Almora),Almora,29.6,79.66,0,2021,12,Dec,Winter,,,
2004-01-27,0.0,8.58,53.59,2.39,Almora (Almora),Almora,29.6,79.66,0,2004,1,Jan,Winter,,,
2015-06-08,0.62,22.9,30.76,2.99,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2015,6,Jun,Monsoon,,,
2022-10-09,101.68,15.66,92.52,2.82,Champawat (Champawat),Champawat,29.34,80.09,1,2022,10,Oct,Autumn,,,
2012-09-14,14.24,10.81,98.55,3.61,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2012,9,Sep,Monsoon,,,
2018-02-24,3.34,15.83,42.06,2.73,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2018,2,Feb,Winter,,,
2004-07-05,8.99,13.87,91.6,2.69,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2004,7,Jul,Monsoon,,,
1999-07-20,33.98,25.32,80.25,2.67,Nainital (Nainital),Nainital,29.38,79.45,0,1999,7,Jul,Monsoon,,,
2013-06-17,57.07,9.99,94.35,4.28,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,1,2013,6,Jun,Monsoon,,,
2011-11-15,0.0,6.06,47.6,2.46,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2011,11,Nov,Autumn,,,
2012-06-09,0.0,17.9,41.72,3.1,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2012,6,Jun,Monsoon,,,
1991-08-04,119.81,23.48,83.89,2.25,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,1,1991,8,Aug,Monsoon,,,
1994-06-20,0.0,30.13,27.32,3.12,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,1994,6,Jun,Monsoon,,,
2024-06-15,0.0,23.44,36.03,2.92,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2024,6,Jun,Monsoon,,,
2002-08-11,125.11,23.36,94.0,2.71,Nainital (Nainital),Nainital,29.38,79.45,1,2002,8,Aug,Monsoon,,,
2000-06-26,0.64,18.09,77.9,2.72,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2000,6,Jun,Monsoon,,,
1990-01-26,0.0,9.69,37.51,1.84,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,1990,1,Jan,Winter,,,
1992-08-11,1.59,23.18,79.87,2.07,Champawat (Champawat),Champawat,29.34,80.09,0,1992,8,Aug,Monsoon,,,
2008-09-20,116.33,20.84,96.15,4.12,Nainital (Nainital),Nainital,29.38,79.45,1,2008,9,Sep,Monsoon,,,
2008-04-23,0.0,9.92,36.31,2.57,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2008,4,Apr,Spring,,,
1995-11-18,0.0,1.1,52.64,2.03,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,1995,11,Nov,Autumn,,,
1996-08-22,0.51,10.72,83.63,2.22,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,1996,8,Aug,Monsoon,,,
2000-09-19,4.66,16.4,77.66,1.65,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2000,9,Sep,Monsoon,,,
1993-12-09,0.0,15.35,36.18,1.95,Haridwar (Haridwar),Haridwar,29.95,78.16,0,1993,12,Dec,Winter,,,
2022-08-19,17.36,13.83,93.78,2.53,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2022,8,Aug,Monsoon,,,
2015-12-17,0.01,-4.58,62.59,2.11,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2015,12,Dec,Winter,,,
2025-08-05,107.21,22.65,95.14,3.08,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,1,2025,8,Aug,Monsoon,,,
2009-11-17,0.77,14.26,64.08,1.33,Nainital (Nainital),Nainital,29.38,79.45,0,2009,11,Nov,Autumn,,,
2020-04-21,344.76,15.45,74.32,1.7,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2020,4,Apr,Spring,,,
2007-09-17,0.0,12.53,84.51,1.9,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2007,9,Sep,Monsoon,,,
1999-02-01,0.0,7.84,50.07,2.44,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,1999,2,Feb,Winter,,,
1995-08-01,21.24,23.71,83.69,2.35,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1995,8,Aug,Monsoon,,,
2002-06-01,3.19,31.62,31.24,2.79,Haridwar (Haridwar),Haridwar,29.95,78.16,0,2002,6,Jun,Monsoon,,,
2022-11-03,0.0,6.38,60.66,1.94,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2022,11,Nov,Autumn,,,
1994-10-04,0.0,18.98,72.03,2.32,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,1994,10,Oct,Autumn,,,
2004-09-17,4.7,10.64,89.95,2.43,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2004,9,Sep,Monsoon,,,
2022-10-19,0.02,16.72,71.82,1.81,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2022,10,Oct,Autumn,,,
2000-05-23,0.01,19.18,45.08,3.06,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2000,5,May,Spring,,,
1990-09-08,148.99,22.32,89.94,1.75,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,1,1990,9,Sep,Monsoon,,,
2001-01-28,0.0,3.1,18.31,1.58,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2001,1,Jan,Winter,,,
2014-03-01,19.35,3.33,83.51,1.8,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2014,3,Mar,Spring,,,
1991-10-08,0.0,17.91,54.55,2.32,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1991,10,Oct,Autumn,,,
2004-06-18,105.57,23.43,85.09,1.71,Almora (Almora),Almora,29.6,79.66,1,2004,6,Jun,Monsoon,,,
2001-09-09,5.29,22.19,82.17,2.37,Nainital (Nainital),Nainital,29.38,79.45,0,2001,9,Sep,Monsoon,,,
2022-09-23,101.2,10.93,87.32,1.82,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2022,9,Sep,Monsoon,,,
2018-05-27,0.21,19.73,22.51,3.1,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2018,5,May,Spring,,,
2026-03-06,0.0,22.38,43.47,2.75,Haridwar (Haridwar),Haridwar,29.95,78.16,0,2026,3,Mar,Spring,,,
1992-02-24,0.1,-2.58,45.61,1.8,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,1992,2,Feb,Winter,,,
2006-07-03,0.0,26.48,65.83,1.97,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2006,7,Jul,Monsoon,,,
1997-07-14,7.55,14.15,88.57,2.71,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,1997,7,Jul,Monsoon,,,
2007-07-04,43.87,23.7,84.37,1.74,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,2007,7,Jul,Monsoon,,,
2005-03-08,0.28,16.71,55.15,2.34,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2005,3,Mar,Spring,,,
2005-09-16,100.38,18.46,89.51,2.84,Champawat (Champawat),Champawat,29.34,80.09,1,2005,9,Sep,Monsoon,,,
2007-11-11,0.0,0.79,73.73,2.16,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,2007,11,Nov,Autumn,,,
2000-03-24,0.19,12.67,48.25,2.71,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2000,3,Mar,Spring,,,
2010-07-30,127.5,22.67,93.77,3.57,Nainital (Nainital),Nainital,29.38,79.45,1,2010,7,Jul,Monsoon,,,
1995-02-25,0.0,-1.39,38.97,1.49,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,1995,2,Feb,Winter,,,
2010-11-03,0.0,16.13,72.92,1.95,Nainital (Nainital),Nainital,29.38,79.45,0,2010,11,Nov,Autumn,,,
1995-11-11,0.08,18.71,45.16,2.54,Haridwar (Haridwar),Haridwar,29.95,78.16,0,1995,11,Nov,Autumn,,,
2022-09-23,101.2,10.93,87.32,1.82,Karnaprayag (Chamoli),Chamoli,30.27,79.21,1,2022,9,Sep,Monsoon,,,
1990-07-03,24.21,24.61,77.66,1.51,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,1990,7,Jul,Monsoon,,,
2010-01-29,0.0,10.42,41.78,2.23,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,2010,1,Jan,Winter,,,
2004-07-07,10.89,14.24,88.04,2.42,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2004,7,Jul,Monsoon,,,
2011-07-07,7.41,17.87,92.36,2.47,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2011,7,Jul,Monsoon,,,
2010-07-30,160.7,22.81,92.65,3.58,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,1,2010,7,Jul,Monsoon,,,
2022-12-22,0.0,-1.18,32.1,1.64,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2022,12,Dec,Winter,,,
2017-06-18,0.86,8.31,83.45,2.24,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2017,6,Jun,Monsoon,,,
2020-01-14,0.56,9.14,77.94,2.14,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,2020,1,Jan,Winter,,,
2010-07-30,160.7,22.81,92.65,3.58,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,1,2010,7,Jul,Monsoon,,,
2017-07-14,0.43,22.66,82.78,1.7,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2017,7,Jul,Monsoon,,,
2020-06-02,0.07,13.85,74.76,2.17,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2020,6,Jun,Monsoon,,,
2025-12-14,0.0,12.35,54.4,1.57,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2025,12,Dec,Winter,,,
1997-08-25,3.24,21.1,87.5,2.27,Champawat (Champawat),Champawat,29.34,80.09,0,1997,8,Aug,Monsoon,,,
1996-10-23,0.21,-2.37,66.38,2.0,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,1996,10,Oct,Autumn,,,
2017-09-17,0.04,18.19,72.73,1.86,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2017,9,Sep,Monsoon,,,
2012-09-13,18.28,22.71,95.49,3.53,Almora (Almora),Almora,29.6,79.66,0,2012,9,Sep,Monsoon,,,
2022-10-23,0.0,17.24,68.81,2.21,Nainital (Nainital),Nainital,29.38,79.45,0,2022,10,Oct,Autumn,,,
1996-07-31,0.9,15.19,85.62,2.18,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,1996,7,Jul,Monsoon,,,
2013-06-16,168.7,25.3,90.64,3.83,Haridwar (Haridwar),Haridwar,29.95,78.16,1,2013,6,Jun,Monsoon,,,
