Date,PRECTOT,T2M,RH2M,WS2M,Location,District,Latitude,Longitude,Cloudburst,Year,Month,MonthName,Season,Rainfall_Intensity,Humidity_Rainfall,Heat_Index
1992-12-18,0.0,10.82,36.19,2.02,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,1992,12,Dec,Winter,,,
2025-12-16,0.0,12.37,45.37,1.9,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,2025,12,Dec,Winter,,,
1996-06-27,8.07,24.08,80.11,2.51,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,1996,6,Jun,Monsoon,,,
2011-12-18,0.0,10.86,50.06,2.07,Haridwar (Haridwar),Haridwar,29.95,78.16,0,2011,12,Dec,Winter,,,
2025-08-05,107.21,22.65,95.14,3.08,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,1,2025,8,Aug,Monsoon,,,
2017-06-29,38.34,23.74,85.24,2.17,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,2017,6,Jun,Monsoon,,,
1991-11-29,0.0,11.54,33.86,1.72,Champawat (Champawat),Champawat,29.34,80.09,0,1991,11,Nov,Autumn,,,
2012-12-01,0.04,0.05,42.04,1.45,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2012,12,Dec,Winter,,,
2023-01-18,0.0,-2.97,38.08,1.6,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2023,1,Jan,Winter,,,
2008-06-01,2.09,11.3,74.79,2.31,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2008,6,Jun,Monsoon,,,
2014-07-07,2.81,27.26,53.81,3.18,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,2014,7,Jul,Monsoon,,,
2007-02-06,0.82,13.39,50.07,1.87,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2007,2,Feb,Winter,,,
2010-04-16,0.0,12.4,22.7,2.96,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2010,4,Apr,Spring,,,
2010-08-19,25.77,17.85,90.38,1.38,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,1,2010,8,Aug,Monsoon,,,
2023-12-02,0.0,13.8,66.29,1.91,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,2023,12,Dec,Winter,,,
1990-09-08,135.34,25.65,89.92,2.41,Haridwar (Haridwar),Haridwar,29.95,78.16,1,1990,9,Sep,Monsoon,,,
2013-06-17,83.57,21.24,90.09,6.57,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,2013,6,Jun,Monsoon,,,
2024-04-06,0.0,21.99,26.87,3.17,Nainital (Nainital),Nainital,29.38,79.45,0,2024,4,Apr,Spring,,,
2010-07-30,127.5,22.67,93.77,3.57,Almora (Almora),Almora,29.6,79.66,1,2010,7,Jul,Monsoon,,,
1994-12-07,0.0,9.61,33.08,2.17,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,1994,12,Dec,Winter,,,
1996-12-04,0.0,-0.99,25.15,1.6,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,1996,12,Dec,Winter,,,
1991-06-19,126.71,22.51,61.98,1.73,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,1,1991,6,Jun,Monsoon,,,
1993-03-25,38.64,-7.9,91.07,3.87,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,1993,3,Mar,Spring,,,
2012-08-04,61.45,21.99,91.29,2.57,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2012,8,Aug,Monsoon,,,
1994-11-08,0.0,15.38,46.19,1.99,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,1994,11,Nov,Autumn,,,
2022-05-03,0.19,23.85,42.8,2.67,Champawat (Champawat),Champawat,29.34,80.09,0,2022,5,May,Spring,,,
2015-12-13,0.0,2.95,64.47,2.0,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2015,12,Dec,Winter,,,
2008-02-12,0.0,-6.0,24.2,2.15,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,2008,2,Feb,Winter,,,
2024-09-13,107.6,20.04,93.77,3.95,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2024,9,Sep,Monsoon,,,
2017-12-11,0.89,9.09,50.61,2.1,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2017,12,Dec,Winter,,,
1991-08-27,106.45,23.63,86.37,1.79,Nainital (Nainital),Nainital,29.38,79.45,1,1991,8,Aug,Monsoon,,,
2025-08-05,38.46,9.59,94.78,4.17,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,1,2025,8,Aug,Monsoon,,,
2009-08-13,5.63,23.44,88.98,2.2,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2009,8,Aug,Monsoon,,,
2012-09-10,0.41,8.77,86.27,2.4,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2012,9,Sep,Monsoon,,,
1991-06-19,136.44,16.44,68.62,1.72,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,1,1991,6,Jun,Monsoon,,,
2010-08-14,5.46,21.74,87.98,1.54,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2010,8,Aug,Monsoon,,,
2021-10-18,105.45,6.66,89.44,0.91,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2021,10,Oct,Autumn,,,
1992-02-05,0.0,12.08,36.06,2.55,Nainital (Nainital),Nainital,29.38,79.45,0,1992,2,Feb,Winter,,,
2022-04-19,0.0,17.88,25.8,3.26,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2022,4,Apr,Spring,,,
1998-06-30,18.28,14.93,84.03,2.31,Badrinath (Chamoli),Chamoli,30.74,79.49,0,1998,6,Jun,Monsoon,,,
2005-07-30,9.56,23.36,89.3,2.25,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,2005,7,Jul,Monsoon,,,
2023-03-30,1.2,18.77,48.81,2.86,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2023,3,Mar,Spring,,,
2004-09-23,0.36,9.53,80.61,1.93,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2004,9,Sep,Monsoon,,,
1991-06-19,104.18,26.84,59.14,2.37,Haridwar (Haridwar),Haridwar,29.95,78.16,1,1991,6,Jun,Monsoon,,,
1991-06-19,126.71,22.51,61.98,1.73,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,1,1991,6,Jun,Monsoon,,,
2018-12-06,0.0,-7.52,81.23,2.39,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2018,12,Dec,Winter,,,
2020-04-21,287.54,7.9,84.75,2.03,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2020,4,Apr,Spring,,,
2010-05-10,0.0,25.12,26.04,3.42,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,2010,5,May,Spring,,,
1995-12-23,0.0,-3.45,47.57,1.92,Badrinath (Chamoli),Chamoli,30.74,79.49,0,1995,12,Dec,Winter,,,
2025-08-06,11.69,8.22,93.32,2.18,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,1,2025,8,Aug,Monsoon,,,
2004-09-26,0.0,22.04,57.64,2.32,Nainital (Nainital),Nainital,29.38,79.45,0,2004,9,Sep,Monsoon,,,
2020-02-23,300.78,8.24,85.44,1.95,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2020,2,Feb,Winter,,,
2010-08-16,1.99,21.63,84.75,1.36,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2010,8,Aug,Monsoon,,,
2015-11-08,0.0,15.48,47.75,1.86,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,2015,11,Nov,Autumn,,,
2010-09-18,53.49,20.81,89.7,2.17,Almora (Almora),Almora,29.6,79.66,1,2010,9,Sep,Monsoon,,,
2018-02-03,0.0,12.44,43.81,2.6,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,2018,2,Feb,Winter,,,
2000-03-28,0.0,5.78,33.33,2.93,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2000,3,Mar,Spring,,,
2017-07-13,2.4,16.84,90.86,1.73,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2017,7,Jul,Monsoon,,,
1991-11-30,0.0,9.42,38.69,2.08,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1991,11,Nov,Autumn,,,
1999-04-21,0.0,24.47,10.92,3.41,Champawat (Champawat),Champawat,29.34,80.09,0,1999,4,Apr,Spring,,,
2010-07-30,162.12,27.43,87.63,2.76,Haridwar (Haridwar),Haridwar,29.95,78.16,1,2010,7,Jul,Monsoon,,,
2003-01-22,0.0,-5.18,25.45,1.8,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2003,1,Jan,Winter,,,
2023-07-10,110.93,22.65,94.61,2.57,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2023,7,Jul,Monsoon,,,
2022-01-01,0.0,9.27,50.32,1.46,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,2022,1,Jan,Winter,,,
2023-09-10,113.33,21.91,91.54,2.09,Nainital (Nainital),Nainital,29.38,79.45,1,2023,9,Sep,Monsoon,,,
2021-02-07,1.8727005942368125,0.5919509051822196,71.16214320896857,2.4515921243548267,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2021,2,Feb,Winter,0.0,133.2653878746006,3.9048988531951663
2021-10-18,108.17,17.1,87.69,2.14,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,1,2021,10,Oct,Autumn,,,
2022-10-19,0.07,9.78,84.18,1.7,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2022,10,Oct,Autumn,,,
1991-05-11,0.69,26.14,16.78,2.93,Nainital (Nainital),Nainital,29.38,79.45,0,1991,5,May,Spring,,,
2013-05-19,0.0,27.25,19.72,3.17,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,2013,5,May,Spring,,,
2013-06-16,116.18,10.42,97.05,3.42,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,1,2013,6,Jun,Monsoon,,,
2013-12-22,1.36,10.8,75.4,2.65,Almora (Almora),Almora,29.6,79.66,0,2013,12,Dec,Winter,,,
1992-09-01,1.67,24.37,86.89,1.77,Almora (Almora),Almora,29.6,79.66,0,1992,9,Sep,Monsoon,,,
1991-11-03,0.0,14.87,39.67,2.11,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,1991,11,Nov,Autumn,,,
2015-04-22,0.0,8.65,58.44,2.76,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2015,4,Apr,Spring,,,
2008-05-20,6.8,2.69,86.19,2.32,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2008,5,May,Spring,,,
2013-06-16,116.18,10.42,97.05,3.42,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2013,6,Jun,Monsoon,,,
2008-12-26,0.0,11.6,56.02,2.57,Haridwar (Haridwar),Haridwar,29.95,78.16,0,2008,12,Dec,Winter,,,
2003-05-21,0.0,29.45,16.53,4.15,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,2003,5,May,Spring,,,
2004-04-11,0.0,16.93,25.38,3.36,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2004,4,Apr,Spring,,,
2021-10-18,188.15,16.79,91.09,1.93,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2021,10,Oct,Autumn,,,
1990-08-23,15.42,22.88,84.66,1.48,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,1990,8,Aug,Monsoon,,,
2019-06-01,0.09,23.68,22.9,3.34,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2019,6,Jun,Monsoon,,,
2021-10-18,188.15,16.79,91.09,1.93,Champawat (Champawat),Champawat,29.34,80.09,1,2021,10,Oct,Autumn,,,
2001-06-13,13.91,14.22,82.59,2.72,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2001,6,Jun,Monsoon,,,
2012-08-15,29.36,23.43,89.9,2.04,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,1,2012,8,Aug,Monsoon,,,
2010-07-30,160.7,22.81,92.65,3.58,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,1,2010,7,Jul,Monsoon,,,
2013-08-08,12.47,8.62,97.82,2.62,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2013,8,Aug,Monsoon,,,
2010-08-17,1.65,16.41,91.41,1.62,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2010,8,Aug,Monsoon,,,
1998-05-20,0.0,26.18,34.95,3.2,Champawat (Champawat),Champawat,29.34,80.09,0,1998,5,May,Spring,,,
2001-05-08,0.0,5.34,54.66,3.67,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2001,5,May,Spring,,,
2020-06-14,1.37,13.0,60.63,2.49,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2020,6,Jun,Monsoon,,,
2002-01-28,0.13,-7.33,76.17,1.85,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2002,1,Jan,Winter,,,
2023-05-29,0.24,9.9,77.82,2.71,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,0,2023,5,May,Spring,,,
2018-07-30,3.12,19.1,87.56,2.12,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2018,7,Jul,Monsoon,,,
1998-08-17,0.86,13.89,88.24,3.0,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,1,1998,8,Aug,Monsoon,,,
2011-06-11,1.42,12.5,74.7,2.53,Joshimath (Chamoli),Chamoli,30.55,79.57,0,2011,6,Jun,Monsoon,,,
2004-07-14,22.97,18.34,85.7,2.22,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2004,7,Jul,Monsoon,,,
2016-03-25,0.0,8.66,45.98,2.07,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2016,3,Mar,Spring,,,
2010-08-18,34.17,16.47,91.41,1.63,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2010,8,Aug,Monsoon,,,
1995-09-13,2.46,22.05,86.88,1.88,Almora (Almora),Almora,29.6,79.66,0,1995,9,Sep,Monsoon,,,
1990-05-22,0.0,26.68,18.76,3.17,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,0,1990,5,May,Spring,,,
2013-04-07,0.0,11.63,45.78,2.57,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2013,4,Apr,Spring,,,
2017-12-02,0.0,6.38,34.51,1.58,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2017,12,Dec,Winter,,,
2009-12-01,0.0,3.76,41.44,1.46,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2009,12,Dec,Winter,,,
2011-03-17,0.0,17.46,42.66,2.34,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,2011,3,Mar,Spring,,,
2014-07-17,24.05,24.9,84.17,2.11,Almora (Almora),Almora,29.6,79.66,0,2014,7,Jul,Monsoon,,,
2020-05-03,254.31,18.41,79.94,2.04,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2020,5,May,Spring,,,
2013-06-16,175.39,21.91,90.83,3.38,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,1,2013,6,Jun,Monsoon,,,
2013-06-18,3.43,10.79,88.6,3.07,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,1,2013,6,Jun,Monsoon,,,
2006-07-30,6.38,25.04,81.05,2.07,Nainital (Nainital),Nainital,29.38,79.45,0,2006,7,Jul,Monsoon,,,
1991-08-04,110.76,23.19,82.31,2.32,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,1991,8,Aug,Monsoon,,,
2022-08-20,15.75,11.45,92.01,1.87,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2022,8,Aug,Monsoon,,,
2013-06-25,134.33,23.6,91.52,1.93,Almora (Almora),Almora,29.6,79.66,1,2013,6,Jun,Monsoon,,,
1994-12-12,0.0,10.7,25.72,1.77,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,1994,12,Dec,Winter,,,
2010-08-19,13.67,17.67,90.62,1.67,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2010,8,Aug,Monsoon,,,
2001-05-11,0.0,22.04,19.73,3.33,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2001,5,May,Spring,,,
2009-03-18,0.52,18.36,30.64,3.47,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,2009,3,Mar,Spring,,,
2022-08-18,0.04,14.91,85.65,2.59,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2022,8,Aug,Monsoon,,,
2022-05-09,0.78,16.38,61.84,2.3,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2022,5,May,Spring,,,
2014-09-05,13.86,11.76,88.47,2.19,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2014,9,Sep,Monsoon,,,
2013-02-02,0.0,3.84,67.1,1.81,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2013,2,Feb,Winter,,,
2008-12-24,0.0,6.87,37.64,1.59,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2008,12,Dec,Winter,,,
2020-02-23,246.15,3.07,85.22,1.72,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,1,2020,2,Feb,Winter,,,
2011-06-30,106.83,23.9,83.24,1.83,Almora (Almora),Almora,29.6,79.66,1,2011,6,Jun,Monsoon,,,
2006-07-25,17.31,23.61,86.7,2.53,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,2006,7,Jul,Monsoon,,,
2013-06-16,116.18,10.42,97.05,3.42,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2013,6,Jun,Monsoon,,,
2016-11-23,0.0,17.71,30.57,2.33,Almora (Almora),Almora,29.6,79.66,0,2016,11,Nov,Autumn,,,
1996-08-11,7.4,13.07,93.4,2.56,Joshimath (Chamoli),Chamoli,30.55,79.57,0,1996,8,Aug,Monsoon,,,
1992-08-27,22.16,8.62,86.38,2.49,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,1992,8,Aug,Monsoon,,,
1997-06-14,14.28,26.27,51.39,2.23,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,1997,6,Jun,Monsoon,,,
2013-01-21,0.0,7.23,53.79,2.1,Champawat (Champawat),Champawat,29.34,80.09,0,2013,1,Jan,Winter,,,
2021-10-18,105.45,6.66,89.44,0.91,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2021,10,Oct,Autumn,,,
2022-10-09,126.75,17.97,91.67,3.17,Nainital (Nainital),Nainital,29.38,79.45,1,2022,10,Oct,Autumn,,,
2020-02-23,318.07,-2.15,87.32,1.22,Malpa (Pithoragarh),Pithoragarh,30.23,80.72,1,2020,2,Feb,Winter,,,
2021-12-18,0.0,8.48,56.71,1.74,Nainital (Nainital),Nainital,29.38,79.45,0,2021,12,Dec,Winter,,,
2009-03-01,0.0,2.28,25.52,3.39,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,0,2009,3,Mar,Spring,,,
2025-08-05,107.21,22.65,95.14,3.08,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,1,2025,8,Aug,Monsoon,,,
2008-05-06,0.0,17.18,35.24,2.7,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2008,5,May,Spring,,,
2001-07-06,4.52,14.45,90.56,2.87,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2001,7,Jul,Monsoon,,,
2011-06-30,106.83,23.9,83.24,1.83,Nainital (Nainital),Nainital,29.38,79.45,1,2011,6,Jun,Monsoon,,,
2003-08-12,13.84,18.36,89.12,1.93,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,1,2003,8,Aug,Monsoon,,,
2012-08-10,7.51,25.0,77.05,1.69,Nainital (Nainital),Nainital,29.38,79.45,0,2012,8,Aug,Monsoon,,,
2009-04-08,7.51,-3.73,76.76,4.3,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2009,4,Apr,Spring,,,
2019-08-17,49.34,16.72,91.08,2.2,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,1,2019,8,Aug,Monsoon,,,
2013-12-13,0.0,10.12,54.89,1.86,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,2013,12,Dec,Winter,,,
2015-04-28,1.06,8.42,70.85,3.27,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2015,4,Apr,Spring,,,
1993-08-22,3.88,7.51,80.55,2.3,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,1993,8,Aug,Monsoon,,,
2002-12-01,0.0,6.61,22.26,2.0,Bageshwar (Bageshwar),Bageshwar,29.83,79.77,0,2002,12,Dec,Winter,,,
2022-10-09,101.68,15.66,92.52,2.82,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2022,10,Oct,Autumn,,,
2008-04-02,7.74,11.87,44.37,2.88,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,2008,4,Apr,Spring,,,
2013-06-16,116.18,10.42,97.05,3.42,Karnaprayag (Chamoli),Chamoli,30.27,79.21,1,2013,6,Jun,Monsoon,,,
2000-02-20,0.0,-5.93,52.08,2.43,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2000,2,Feb,Winter,,,
2018-08-07,12.73,21.36,88.34,1.94,Champawat (Champawat),Champawat,29.34,80.09,1,2018,8,Aug,Monsoon,,,
1990-09-08,146.74,17.75,87.6,1.18,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,1,1990,9,Sep,Monsoon,,,
2009-08-11,3.89,23.76,83.28,2.04,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,2009,8,Aug,Monsoon,,,
1994-06-06,0.01,22.84,20.27,3.21,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,1994,6,Jun,Monsoon,,,
2018-08-08,1.11,22.35,84.71,1.63,Champawat (Champawat),Champawat,29.34,80.09,1,2018,8,Aug,Monsoon,,,
2013-09-03,3.05,12.08,89.86,1.8,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,0,2013,9,Sep,Monsoon,,,
2012-08-14,19.82,23.18,87.11,2.12,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,1,2012,8,Aug,Monsoon,,,
2003-10-18,0.0,8.19,47.69,1.94,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,2003,10,Oct,Autumn,,,
2021-10-18,108.17,17.1,87.69,2.14,Devprayag (Tehri Garhwal),Tehri Garhwal,30.15,78.6,1,2021,10,Oct,Autumn,,,
2022-05-20,0.44,28.82,23.98,3.91,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,0,2022,5,May,Spring,,,
2002-01-19,0.92,-5.05,72.32,2.4,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2002,1,Jan,Winter,,,
2019-05-11,0.1,10.56,53.65,3.43,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2019,5,May,Spring,,,
2019-04-23,0.01,15.61,56.32,2.69,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,0,2019,4,Apr,Spring,,,
2011-02-02,0.0,10.3,44.34,2.03,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2011,2,Feb,Winter,,,
1993-10-01,0.0,14.27,61.84,1.81,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,0,1993,10,Oct,Autumn,,,
2012-04-06,0.01,-1.44,59.81,2.83,Dharali (Uttarkashi),Uttarkashi,31.04,78.73,0,2012,4,Apr,Spring,,,
2008-05-06,0.0,24.17,26.83,2.73,Champawat (Champawat),Champawat,29.34,80.09,0,2008,5,May,Spring,,,
2001-09-06,0.0,20.92,75.29,2.13,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2001,9,Sep,Monsoon,,,
2020-05-03,254.31,18.41,79.94,2.04,Champawat (Champawat),Champawat,29.34,80.09,1,2020,5,May,Spring,,,
1990-11-18,0.0,14.12,35.34,2.01,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,0,1990,11,Nov,Autumn,,,
1992-12-02,0.0,10.54,41.12,2.16,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,1992,12,Dec,Winter,,,
2018-12-11,0.2,10.11,62.83,1.86,Srinagar (Pauri Garhwal),Pauri Garhwal,30.22,78.77,0,2018,12,Dec,Winter,,,
2008-10-30,0.0,8.75,51.98,2.41,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2008,10,Oct,Autumn,,,
2018-01-29,0.0,11.0,35.29,2.75,Mussoorie (Dehradun),Dehradun,30.45,78.07,0,2018,1,Jan,Winter,,,
1990-09-08,129.46,21.3,88.37,1.67,Mussoorie (Dehradun),Dehradun,30.45,78.07,1,1990,9,Sep,Monsoon,,,
2008-09-20,122.74,18.07,94.69,4.72,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2008,9,Sep,Monsoon,,,
1992-07-24,16.68,16.47,87.06,1.87,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,1992,7,Jul,Monsoon,,,
2016-07-22,33.47,24.66,84.36,2.75,Almora (Almora),Almora,29.6,79.66,0,2016,7,Jul,Monsoon,,,
2025-11-21,0.0,2.53,51.55,1.63,Karnaprayag (Chamoli),Chamoli,30.27,79.21,0,2025,11,Nov,Autumn,,,
2003-10-19,0.0,7.03,53.51,2.03,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,0,2003,10,Oct,Autumn,,,
2012-08-13,6.2,23.0,85.3,2.42,Pauri (Pauri Garhwal),Pauri Garhwal,30.15,78.78,1,2012,8,Aug,Monsoon,,,
2023-09-15,7.94,16.87,89.77,1.54,Arakot (Uttarkashi),Uttarkashi,30.88,78.2,0,2023,9,Sep,Monsoon,,,
2010-11-14,2.17,18.7,54.35,1.91,Haridwar (Haridwar),Haridwar,29.95,78.16,0,2010,11,Nov,Autumn,,,
2010-08-15,3.24,22.4,88.73,2.1,Pithoragarh Town (Pithoragarh),Pithoragarh,29.58,80.22,1,2010,8,Aug,Monsoon,,,
2023-11-28,0.0,2.3,68.0,1.91,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2023,11,Nov,Autumn,,,
2025-12-03,0.0,-1.07,47.66,2.16,Badrinath (Chamoli),Chamoli,30.74,79.49,0,2025,12,Dec,Winter,,,
2020-05-03,276.17,11.27,79.87,2.72,Munsiyari (Pithoragarh),Pithoragarh,30.07,80.24,1,2020,5,May,Spring,,,
1990-09-29,0.61,20.98,77.2,2.21,Nainital (Nainital),Nainital,29.38,79.45,0,1990,9,Sep,Monsoon,,,
2003-08-13,14.78,18.28,85.08,1.68,Tehri (Tehri Garhwal),Tehri Garhwal,30.38,78.49,1,2003,8,Aug,Monsoon,,,
1999-11-19,0.0,1.88,23.19,1.72,Mandakini Valley (Rudraprayag),Rudraprayag,30.45,79.2,0,1999,11,Nov,Autumn,,,
2004-07-06,32.01,14.28,91.55,3.04,Badrinath (Chamoli),Chamoli,30.74,79.49,1,2004,7,Jul,Monsoon,,,
2013-06-15,55.44,11.57,91.03,2.38,Kedarnath (Rudraprayag),Rudraprayag,30.735,79.066,1,2013,6,Jun,Monsoon,,,
